Date,USDJPY BGN Curncy  (R1),SPX Index  (R2),NKY Index  (R4),DAX Index  (R4),UKX Index  (R3),MXWO Index  (R2),AS51 Index  (R3)
11/7/2011,78.05,1261.12,8767.0898,5928.6802,5510.82,1204.97,4273.4
11/8/2011,77.73,1275.92,8655.5098,5961.4399,5567.34,1215.69,4293.8
11/9/2011,77.82,1229.1,8755.4404,5829.54,5460.38,1180.59,4346.1
11/10/2011,77.65,1239.69,8500.7998,5867.8101,5444.82,1178.92,4244.1
11/11/2011,77.2,1263.85,8514.4697,6057.0298,5545.38,1205.46,4296.5
11/14/2011,77.07,1251.78,8603.7002,5985.02,5519.04,1194.56,4304.6
11/15/2011,77.03,1257.81,8541.9297,5933.1401,5517.44,1191.2,4285.6
11/16/2011,77.06,1236.91,8463.1602,5913.3599,5509.02,1178.95,4247.4
11/17/2011,76.98,1216.13,8479.6299,5850.1699,5423.14,1162.67,4258.2
11/18/2011,76.91,1215.65,8374.9102,5800.2402,5362.94,1157.5,4177
11/21/2011,76.89,1192.98,8348.2695,5606,5222.6,1130.98,4163
11/22/2011,76.97,1188.04,8314.7402,5537.3901,5206.82,1127.25,4133
11/23/2011,77.31,1161.79,,5457.77,5139.78,1102.89,4051
11/24/2011,77.12,,8165.1802,5428.1099,5127.57,1099.84,4044.2
11/25/2011,77.73,1158.67,8160.0098,5492.8701,5164.65,1097.81,3984.3
11/28/2011,77.98,1192.55,8287.4902,5745.3301,5312.76,1132.35,4058.2
11/29/2011,77.93,1195.19,8477.8203,5799.9102,5337,1139.7,4102.1
11/30/2011,77.62,1246.96,8434.6104,6088.8398,5505.42,1184.6,4119.8
12/1/2011,77.7,1244.58,8597.3799,6035.8799,5489.34,1184.46,4228.6
12/2/2011,77.99,1244.28,8643.75,6080.6802,5552.29,1187.64,4288
12/5/2011,77.82,1257.08,8695.9805,6106.0898,5567.96,1199.33,4321.3
12/6/2011,77.73,1258.47,8575.1602,6028.8198,5568.72,1193.68,4262
12/7/2011,77.68,1261.01,8722.1699,5994.73,5546.91,1197.31,4292.5
12/8/2011,77.64,1234.35,8664.5801,5874.4399,5483.77,1174.6,4280.7
12/9/2011,77.65,1255.19,8536.46,5986.71,5529.21,1187.29,4203
12/12/2011,77.94,1236.47,8653.8203,5785.4302,5427.86,1168.92,4252.845
12/13/2011,78,1225.73,8552.8096,5774.2598,5490.15,1159.39,4193.397
12/14/2011,78.07,1211.82,8519.1299,5675.1401,5366.8,1139.04,4190.497
12/15/2011,77.86,1215.75,8377.3701,5730.6201,5400.85,1142.85,4139.846
12/16/2011,77.76,1219.66,8401.7197,5701.7798,5387.34,1146.48,4159.221
12/19/2011,78.05,1205.35,8296.1201,5670.71,5364.99,1135.3,4060.374
12/20/2011,77.89,1241.3,8336.4805,5847.0298,5419.6,1163.9,4053.099
12/21/2011,78.06,1243.72,8459.9805,5791.5298,5389.74,1164.16,4139.517
12/22/2011,78.17,1254,8395.1602,5852.1802,5456.97,1173.46,4090.823
12/23/2011,78.09,1265.33,,5878.9302,5512.7,1182.24,4140.414
12/26/2011,77.98,,8479.3398,,,1182.85,
12/27/2011,77.88,1265.43,8440.5596,5889.7598,,1183.59,
12/28/2011,77.94,1249.64,8423.6201,5771.27,5507.4,1167.96,4088.76
12/29/2011,77.64,1263.02,8398.8896,5848.7798,5566.77,1177.56,4071.074
12/30/2011,76.91,1257.6,8455.3496,5898.3501,5572.28,1182.59,4056.561
1/2/2012,76.9,,,6075.52,,1186.07,
1/3/2012,76.74,1277.06,,6166.5698,5699.91,1206.09,4101.157
1/4/2012,76.72,1277.3,8560.1104,6111.5498,5668.45,1203.62,4187.841
1/5/2012,77.12,1281.06,8488.71,6095.9902,5624.26,1197.03,4142.684
1/6/2012,76.97,1277.81,8390.3496,6057.9199,5649.68,1191.67,4108.52
1/9/2012,76.86,1280.7,,6017.23,5612.26,1192.48,4105.448
1/10/2012,76.85,1292.08,8422.2598,6162.98,5696.7,1207.55,4152.238
1/11/2012,76.85,1292.48,8447.8799,6152.3398,5670.82,1204.3,4187.52
1/12/2012,76.76,1295.5,8385.5898,6179.21,5662.42,1207.37,4180.997
1/13/2012,76.97,1289.09,8500.0195,6143.0801,5636.64,1201.06,4195.89
1/16/2012,76.78,,8378.3604,6220.0098,5657.44,1202.48,4147.24
1/17/2012,76.83,1293.67,8466.4004,6332.9302,5693.95,1211.64,4215.63
1/18/2012,76.82,1308.04,8550.5801,6354.5698,5702.37,1222.17,4217.881
1/19/2012,77.11,1314.5,8639.6797,6416.2598,5741.15,1233,4214.775
1/20/2012,77.01,1315.38,8766.3604,6404.3901,5728.55,1235.64,4239.633
1/23/2012,77.02,1316,8765.9004,6436.6201,5782.56,1242.69,4225.101
1/24/2012,77.67,1314.65,8785.3301,6419.2202,5751.9,1237.12,4224.226
1/25/2012,77.78,1326.05,8883.6904,6421.8501,5723,1243.35,4271.336
1/26/2012,77.45,1318.43,8849.4697,6539.8501,5795.2,1250.63,
1/27/2012,76.7,1316.33,8841.2197,6511.98,5733.45,1246.04,4288.368
1/30/2012,76.35,1313.01,8793.0498,6444.4502,5671.09,1238.89,4272.739
1/31/2012,76.27,1312.41,8802.5098,6458.9102,5681.61,1240.89,4262.682
2/1/2012,76.2,1324.09,8809.79,6616.6401,5790.72,1257.58,4225.666
2/2/2012,76.22,1325.54,8876.8203,6655.6299,5796.07,1259.91,4267.846
2/3/2012,76.6,1344.9,8831.9297,6766.6699,5901.07,1273.74,4251.171
2/6/2012,76.55,1344.33,8929.2002,6764.8301,5892.2,1273.46,4295.984
2/7/2012,76.76,1347.05,8917.5195,6754.2002,5890.26,1278.27,4274.197
2/8/2012,77.04,1349.96,9015.5898,6748.7598,5875.93,1281.23,4290.711
2/9/2012,77.67,1351.95,9002.2402,6788.7998,5895.47,1284.24,4282.867
2/10/2012,77.61,1342.64,8947.1699,6692.96,5852.39,1269.66,4245.328
2/13/2012,77.57,1351.77,8999.1797,6738.4702,5905.7,1279.2,4285.135
2/14/2012,78.44,1350.5,9052.0703,6728.1899,5899.87,1273.91,4242.827
2/15/2012,78.43,1343.23,9260.3398,6757.9399,5892.16,1274.57,4253.396
2/16/2012,78.94,1358.04,9238.0996,6751.96,5885.38,1280.16,4181.859
2/17/2012,79.55,1361.23,9384.1699,6848.0298,5905.07,1288.05,4195.879
2/20/2012,79.63,,9485.0898,6948.25,5945.25,1296.42,4256.105
2/21/2012,79.74,1362.21,9463.0195,6908.1802,5928.2,1294.62,4291.205
2/22/2012,80.29,1357.66,9554,6843.8701,5916.55,1288.98,4293.113
2/23/2012,80,1363.46,9595.5703,6809.46,5937.89,1294.34,4286.185
2/24/2012,81.2,1365.74,9647.3799,6864.4302,5935.13,1300.57,4306.779
2/27/2012,80.61,1367.59,9633.9297,6849.6001,5915.55,1298.08,4267.366
2/28/2012,80.46,1372.18,9722.5195,6887.6299,5927.91,1303,4262.738
2/29/2012,81.15,1365.68,9723.2402,6856.0801,5871.51,1298.72,4298.549
3/1/2012,81.12,1374.09,9707.3701,6941.77,5931.25,1304.48,4255.547
3/2/2012,81.81,1369.63,9777.0303,6921.3701,5911.13,1298.5,4273.105
3/5/2012,81.56,1364.33,9698.5898,6866.46,5874.82,1292.05,4262.966
3/6/2012,80.89,1343.36,9637.6299,6633.1099,5765.8,1265.48,4204.731
3/7/2012,81.09,1352.63,9576.0596,6671.1099,5791.41,1270.77,4143.663
3/8/2012,81.56,1365.91,9768.96,6834.54,5859.73,1290.38,4171.043
3/9/2012,82.46,1370.87,9929.7402,6880.21,5887.49,1291.86,4211.988
3/12/2012,82.23,1371.09,9889.8604,6901.3501,5892.75,1289.61,4196.687
3/13/2012,82.94,1395.95,9899.0801,6995.9102,5955.91,1308.59,4247.616
3/14/2012,83.73,1394.28,10050.5195,7079.4199,5945.43,1305.71,4287.178
3/15/2012,83.57,1402.6,10123.2803,7144.4502,5940.72,1314.45,4277.766
3/16/2012,83.43,1404.17,10129.8301,7157.8198,5965.58,1320.96,4276.158
3/19/2012,83.35,1409.75,10141.9902,7154.2202,5961.11,1325.65,4290.799
3/20/2012,83.7,1405.52,,7054.9399,5891.41,1316.71,4275.023
3/21/2012,83.41,1402.89,10086.4902,7071.3198,5891.95,1312.39,4254.253
3/22/2012,82.54,1392.78,10127.0801,6981.2598,5845.65,1304.33,4273.679
3/23/2012,82.35,1397.11,10011.4697,6995.6201,5854.89,1308.25,4270.387
3/26/2012,82.82,1416.51,10018.2402,7079.23,5902.7,1323.38,4262.801
3/27/2012,83.17,1412.52,10255.1504,7078.8999,5869.55,1322.32,4301.333
3/28/2012,82.9,1405.54,10182.5703,6998.7998,5808.99,1312.45,4343.514
3/29/2012,82.46,1403.28,10114.79,6875.1499,5742.03,1305.42,4337.905
3/30/2012,82.87,1408.47,10083.5596,6946.8301,5768.45,1312.01,4335.242
4/2/2012,82.08,1419.04,10109.8701,7056.6499,5874.89,1324.26,4329.273
4/3/2012,82.81,1413.38,10050.3896,6982.2798,5838.34,1316.88,4337.037
4/4/2012,82.46,1398.96,9819.9902,6784.0601,5703.77,1291.81,4333.864
4/5/2012,82.37,1398.08,9767.6104,6775.2598,5723.67,1290.09,4319.847
4/6/2012,81.64,,9688.4502,,,1289.03,
4/9/2012,81.49,1382.2,9546.2598,,,1280.14,
4/10/2012,80.67,1358.59,9538.0195,6606.4302,5595.55,1259.34,4292.263
4/11/2012,80.86,1368.71,9458.7402,6674.73,5634.74,1266.6,4246.125
4/12/2012,80.89,1387.57,9524.79,6743.2402,5710.46,1284.25,4280.64
4/13/2012,80.93,1370.26,9637.9902,6583.8999,5651.79,1268.35,4323.309
4/16/2012,80.41,1369.57,9470.6396,6625.1899,5666.28,1266.94,4302.335
4/17/2012,80.85,1390.78,9464.71,6801,5766.95,1287.09,4288.786
4/18/2012,81.26,1385.14,9667.2598,6732.0298,5745.29,1283.87,4348.664
4/19/2012,81.61,1376.92,9588.3799,6671.2202,5744.55,1277.72,4362.73
4/20/2012,81.52,1378.53,9561.3604,6750.1201,5772.15,1281.71,4366.503
4/23/2012,81.18,1366.94,9542.1699,6523,5665.57,1264.21,4352.432
4/24/2012,81.32,1371.97,9468.04,6590.4102,5709.49,1271.8,4360.447
4/25/2012,81.34,1390.69,9561.0098,6704.5,5718.89,1285.52,
4/26/2012,80.99,1399.98,9561.8301,6739.8999,5748.72,1293.43,4375.201
4/27/2012,80.27,1403.36,9520.8896,6801.3198,5777.11,1298.71,4362.051
4/30/2012,79.82,1397.91,,6761.1899,5737.78,1293.99,4396.578
5/1/2012,80.09,1405.82,9350.9502,,5812.23,1296.98,4429.506
5/2/2012,80.14,1402.31,9380.25,6710.77,5758.11,1291.5,4435.907
5/3/2012,80.18,1391.57,,6694.4399,5766.55,1284.44,4428.957
5/4/2012,79.85,1369.1,,6561.4702,5655.06,1264.99,4396.037
5/7/2012,79.92,1369.58,9119.1396,6569.48,,1260.93,4301.293
5/8/2012,79.87,1363.72,9181.6504,6444.7402,5554.55,1250.58,4314.35
5/9/2012,79.64,1354.58,9045.0596,6475.3101,5530.05,1240.85,4275.081
5/10/2012,79.93,1357.99,9009.6504,6518,5543.95,1245.04,4295.551
5/11/2012,79.94,1353.39,8953.3096,6579.9302,5575.52,1242.4,4285.069
5/14/2012,79.85,1338.35,8973.8398,6451.9702,5465.52,1224.34,4296.993
5/15/2012,80.18,1330.66,8900.7402,6401.0601,5437.62,1213.99,4266.276
5/16/2012,80.33,1324.8,8801.1699,6384.2598,5405.25,1204.63,4165.528
5/17/2012,79.28,1304.86,8876.5898,6308.96,5338.38,1191.48,4157.413
5/18/2012,79.02,1295.22,8611.3096,6271.2202,5267.62,1178.43,4046.458
5/21/2012,79.31,1315.99,8633.8896,6331.04,5304.48,1191.45,4073.623
5/22/2012,79.96,1316.63,8729.29,6435.6001,5403.28,1199.88,4121.004
5/23/2012,79.47,1318.86,8556.5996,6285.75,5266.41,1187.36,4067.035
5/24/2012,79.6,1320.68,8563.3799,6315.8901,5350.05,1191.46,4055.848
5/25/2012,79.68,1317.82,8580.3896,6339.9399,5351.53,1188.56,4029.246
5/28/2012,79.47,,8593.1504,6323.1899,5356.34,1190.12,4068.025
5/29/2012,79.49,1332.42,8657.0801,6396.8398,5391.14,1201.51,4114.411
5/30/2012,79.07,1313.32,8633.1904,6280.7998,5297.28,1181.37,4094.229
5/31/2012,78.32,1310.33,8542.7305,6264.3799,5320.86,1177.64,4076.258
6/1/2012,78.02,1278.04,8440.25,6050.29,5260.19,1152.97,4063.882
6/4/2012,78.34,1278.18,8295.6299,5978.23,,1151.21,3985.025
6/5/2012,78.75,1285.5,8382,5969.3999,,1158.3,4043.692
6/6/2012,79.19,1315.13,8533.5303,6093.9902,5384.11,1183.6,4055.292
6/7/2012,79.63,1314.99,8639.7197,6144.2202,5447.79,1190.74,4108.57
6/8/2012,79.49,1325.66,8459.2598,6130.8198,5435.08,1188.86,4063.695
6/11/2012,79.44,1308.93,8624.9004,6141.0498,5432.37,1184.1,
6/12/2012,79.53,1324.18,8536.7197,6161.2402,5473.74,1191.92,4072.881
6/13/2012,79.48,1314.88,8587.8398,6152.4902,5483.81,1190.17,4063.787
6/14/2012,79.35,1329.1,8568.8896,6138.6099,5467.05,1196,4042.239
6/15/2012,78.73,1342.84,8569.3203,6229.4102,5478.81,1208.53,4057.333
6/18/2012,79.11,1344.78,8721.0195,6248.2002,5491.09,1211.71,4136.903
6/19/2012,78.95,1357.98,8655.8701,6363.3599,5586.31,1226.94,4123.331
6/20/2012,79.54,1355.69,8752.3096,6392.1299,5622.29,1229.5,4132.444
6/21/2012,80.28,1325.51,8824.0703,6343.1299,5566.36,1206.86,4087.568
6/22/2012,80.43,1335.02,8798.3496,6263.25,5513.69,1205.67,4048.211
6/25/2012,79.66,1313.72,8734.6201,6132.3901,5450.65,1188.27,4027.814
6/26/2012,79.52,1319.99,8663.9902,6136.6899,5446.96,1190.43,4013.301
6/27/2012,79.72,1331.85,8730.4902,6228.9902,5523.92,1201.71,4043.174
6/28/2012,79.46,1329.04,8874.1104,6149.9102,5493.06,1199.93,4044.837
6/29/2012,79.79,1362.16,9006.7803,6416.2798,5571.15,1235.72,4094.633
7/2/2012,79.51,1365.51,9003.4805,6496.0801,5640.64,1240.5,4133
7/3/2012,79.79,1374.02,9066.5898,6578.21,5687.73,1251.4,4127.216
7/4/2012,79.88,,9104.1699,6564.7998,5684.47,1250.17,4172.156
7/5/2012,79.92,1367.58,9079.7998,6535.5601,5692.63,1242.39,4169.192
7/6/2012,79.66,1354.68,9020.75,6410.1099,5662.63,1229.36,4157.807
7/9/2012,79.56,1352.46,8896.8799,6387.5698,5627.33,1224.14,4118.267
7/10/2012,79.43,1341.47,8857.7305,6438.3301,5664.07,1218.81,4098.02
7/11/2012,79.76,1341.45,8851,6453.8501,5664.48,1218.81,4096.54
7/12/2012,79.31,1334.76,8720.0098,6419.3501,5608.25,1207.47,4067.971
7/13/2012,79.18,1356.78,8724.1201,6557.1001,5666.13,1225.55,4082.246
7/16/2012,78.87,1353.64,,6565.7202,5662.43,1225.35,4105.103
7/17/2012,79.06,1363.67,8755,6577.6401,5629.09,1229.12,4140.799
7/18/2012,78.8,1372.78,8726.7402,6684.4199,5685.77,1239.07,4123.599
7/19/2012,78.59,1376.51,8795.5498,6758.3901,5714.19,1247.82,4206.693
7/20/2012,78.49,1362.66,8669.8701,6630.02,5651.77,1231.35,4199.124
7/23/2012,78.4,1350.52,8508.3203,6419.3301,5533.87,1212.05,4128.941
7/24/2012,78.18,1338.31,8488.0898,6390.4102,5499.23,1202.88,4133.232
7/25/2012,78.16,1337.89,8365.9004,6406.52,5498.32,1201.74,4123.947
7/26/2012,78.21,1360.02,8443.0996,6582.96,5573.16,1227.82,4147.733
7/27/2012,78.46,1385.97,8566.6396,6689.3999,5627.21,1250.02,4209.77
7/30/2012,78.18,1385.3,8635.4404,6774.0601,5693.63,1253.9,4245.709
7/31/2012,78.12,1379.32,8695.0596,6772.2598,5635.28,1250.57,4269.153
8/1/2012,78.44,1375.14,8641.8496,6754.46,5712.82,1248.1,4262.763
8/2/2012,78.24,1365,8653.1797,6606.0898,5662.3,1234.97,4269.539
8/3/2012,78.47,1390.99,8555.1104,6865.6602,5787.28,1259.65,4221.481
8/6/2012,78.25,1394.23,8726.29,6918.7202,5808.77,1267.85,4272.586
8/7/2012,78.61,1401.35,8803.3096,6967.9502,5841.24,1276.4,4291.564
8/8/2012,78.43,1402.22,8881.1602,6966.1499,5845.92,1276.09,4312.561
8/9/2012,78.57,1402.8,8978.5996,6964.9902,5851.51,1277.79,4308.275
8/10/2012,78.28,1405.87,8891.4404,6944.5601,5847.11,1278.36,4277.302
8/13/2012,78.32,1404.11,8885.1504,6909.6802,5831.88,1276.26,4283.293
8/14/2012,78.74,1403.93,8929.8799,6974.3901,5864.78,1277.51,4292.174
8/15/2012,78.99,1405.53,8925.04,6946.7998,5833.04,1276.82,4281.215
8/16/2012,79.35,1415.51,9092.7598,6996.29,5834.51,1287.62,4330.166
8/17/2012,79.56,1418.16,9162.5,7040.8799,5852.42,1290.23,4370.1
8/20/2012,79.43,1418.13,9171.1602,7033.6802,5824.37,1289.75,4364.288
8/21/2012,79.29,1413.17,9156.9199,7089.3198,5857.52,1293.43,4383.376
8/22/2012,78.58,1413.49,9131.7402,7017.75,5774.2,1287.84,4376.043
8/23/2012,78.49,1402.08,9178.1201,6949.5698,5776.6,1285.28,4383.702
8/24/2012,78.67,1411.13,9070.7598,6971.0698,5776.6,1285.84,4348.995
8/27/2012,78.74,1410.44,9085.3896,7047.4502,,1286.55,4343.699
8/28/2012,78.51,1409.3,9033.29,7002.6802,5775.71,1284.25,4359.378
8/29/2012,78.71,1410.49,9069.8096,7010.5698,5743.53,1283.23,4356.445
8/30/2012,78.63,1399.48,8983.7803,6895.4902,5719.45,1272.02,4315.674
8/31/2012,78.39,1406.58,8839.9102,6970.79,5711.48,1279.21,4316.114
9/3/2012,78.26,,8783.8896,7014.8301,5758.41,1280.76,4329.671
9/4/2012,78.43,1404.94,8775.5098,6932.5801,5672.01,1274.65,4303.512
9/5/2012,78.39,1403.44,8679.8203,6964.6899,5657.86,1273.21,4278.766
9/6/2012,78.86,1432.12,8680.5703,7167.3301,5777.34,1297.6,4312.888
9/7/2012,78.24,1437.92,8871.6504,7214.5,5794.8,1312.08,4325.839
9/10/2012,78.29,1429.08,8869.3701,7213.7002,5793.2,1306.31,4333.765
9/11/2012,77.77,1433.56,8807.3799,7310.1099,5792.19,1311.71,4325.794
9/12/2012,77.86,1436.56,8959.96,7343.5298,5782.08,1316.7,4361.252
9/13/2012,77.49,1459.99,8995.1504,7310.3198,5819.92,1329.48,4339.421
9/14/2012,78.39,1465.77,9159.3896,7412.1299,5915.55,1347.61,4389.956
9/17/2012,78.71,1461.19,,7403.6899,5893.52,1342.31,4402.529
9/18/2012,78.82,1459.32,9123.7695,7347.6899,5868.16,1337.16,4394.728
9/19/2012,78.38,1461.05,9232.21,7390.7598,5888.48,1341.5,4418.36
9/20/2012,78.24,1460.26,9086.9805,7389.4902,5854.64,1334.48,4397.228
9/21/2012,78.17,1460.15,9110,7451.6201,5852.62,1338.05,4408.291
9/24/2012,77.85,1456.89,9069.29,7413.1602,5838.84,1331.81,4385.473
9/25/2012,77.8,1441.59,9091.54,7425.1099,5859.71,1327.25,4372.863
9/26/2012,77.75,1433.32,8906.7002,7276.5098,5768.09,1309.4,4361.602
9/27/2012,77.61,1447.15,8949.8701,7290.02,5779.42,1320.17,4384.169
9/28/2012,77.96,1440.67,8870.1602,7216.1499,5742.07,1311.5,4387.018
10/1/2012,77.99,1444.49,8796.5098,7326.73,5820.45,1318.81,4388.624
10/2/2012,78.16,1445.75,8786.0498,7305.8599,5809.45,1319.52,4432.983
10/3/2012,78.49,1450.99,8746.8701,7322.0801,5825.81,1318.91,4438.561
10/4/2012,78.48,1461.4,8824.5898,7305.21,5827.78,1329,4452.355
10/5/2012,78.67,1460.93,8863.2998,7397.8701,5871.02,1334.63,4494.381
10/8/2012,78.33,1455.88,,7291.21,5841.74,1326.37,4481.857
10/9/2012,78.26,1441.48,8769.5898,7234.5298,5810.25,1313.46,4505.349
10/10/2012,78.18,1432.56,8596.2305,7205.23,5776.71,1305.14,4490.74
10/11/2012,78.34,1432.84,8546.7803,7281.7002,5829.75,1308.83,4483.527
10/12/2012,78.44,1428.59,8534.1201,7232.4902,5793.32,1306.02,4486.58
10/15/2012,78.65,1440.13,8577.9297,7261.25,5805.61,1312.78,4483.428
10/16/2012,78.89,1454.92,8701.3096,7376.27,5870.54,1329.43,4491.498
10/17/2012,78.93,1460.91,8806.5498,7394.5498,5910.91,1339.65,4528.208
10/18/2012,79.28,1457.34,8982.8604,7437.23,5917.05,1339.55,4559.435
10/19/2012,79.32,1433.19,9002.6797,7380.6401,5896.15,1322.28,4571.075
10/22/2012,79.94,1433.82,9010.71,7328.0498,5882.91,1320.86,4540.999
10/23/2012,79.85,1413.11,9014.25,7173.6899,5797.91,1299.99,4543.072
10/24/2012,79.81,1408.75,8954.2998,7192.8501,5804.78,1298.76,4505.818
10/25/2012,80.3,1412.97,9055.2002,7200.23,5805.05,1302.77,4510.501
10/26/2012,79.65,1411.94,8933.0596,7231.8501,5806.71,1300.23,4472.38
10/29/2012,79.8,,8929.3398,7203.1602,5795.1,1296.96,4476.859
10/30/2012,79.63,,8841.9805,7284.3999,5849.9,1302.18,4485.687
10/31/2012,79.77,1412.16,8928.29,7260.6299,5782.7,1301.52,4516.998
11/1/2012,80.12,1427.59,8946.8701,7335.6699,5861.92,1313.19,4457.65
11/2/2012,80.43,1414.2,9051.2197,7363.8501,5868.55,1305.77,4460.053
11/5/2012,80.29,1417.26,9007.4404,7326.4702,5839.06,1303.37,4474.12
11/6/2012,80.35,1428.39,8975.1504,7377.7598,5884.9,1311.42,4484.798
11/7/2012,80,1394.53,8972.8896,7232.8301,5791.63,1289.11,4516.462
11/8/2012,79.47,1377.51,8837.1504,7204.96,5776.05,1276.72,4483.822
11/9/2012,79.49,1379.85,8757.5996,7163.5,5769.68,1276.02,4462.024
11/12/2012,79.5,1380.03,8676.4404,7168.7598,5767.27,1274.32,4448.031
11/13/2012,79.38,1374.53,8661.0498,7169.1201,5786.25,1271.85,4379.804
11/14/2012,80.25,1355.49,8664.7305,7101.9199,5722.01,1257.12,4388.367
11/15/2012,81.17,1353.33,8829.7197,7043.4199,5677.75,1253.86,4349.25
11/16/2012,81.32,1359.88,9024.1602,6950.5298,5605.59,1253.31,4336.848
11/19/2012,81.41,1386.89,9153.2002,7123.8398,5737.66,1280.86,4361.448
11/20/2012,81.68,1387.81,9142.6396,7172.9902,5748.1,1281.29,4385.678
11/21/2012,82.52,1391.03,9222.5195,7184.71,5752.03,1284.32,4369.499
11/22/2012,82.48,,9366.7998,7244.9902,5791.03,1290.5,4413.072
11/23/2012,82.4,1409.15,,7309.1299,5819.14,1304.85,4413.013
11/26/2012,82.08,1406.29,9388.9404,7292.0298,5786.72,1302.63,4424.189
11/27/2012,82.15,1398.94,9423.2998,7332.3301,5799.71,1299.36,4456.827
11/28/2012,82.08,1409.93,9308.3496,7343.4102,5803.28,1303.85,4447.308
11/29/2012,82.12,1415.95,9400.8799,7400.96,5870.3,1314.67,4477.731
11/30/2012,82.48,1416.18,9446.0098,7405.5,5866.82,1315.49,4506.036
12/3/2012,82.25,1409.46,9458.1797,7435.21,5871.24,1314.3,4531.508
12/4/2012,81.9,1407.05,9432.46,7435.1201,5869.04,1314.02,4503.575
12/5/2012,82.47,1409.28,9468.8398,7454.5498,5892.08,1315.4,4520.399
12/6/2012,82.4,1413.94,9545.1602,7534.54,5901.42,1319.13,4509.345
12/7/2012,82.49,1418.07,9527.3896,7517.7998,5914.4,1320.74,4551.758
12/10/2012,82.36,1418.55,9533.75,7530.9199,5921.63,1321.96,4557.947
12/11/2012,82.52,1427.84,9525.3203,7589.75,5924.97,1329.94,4576.005
12/12/2012,83.26,1428.48,9581.46,7614.79,5945.85,1332.27,4583.81
12/13/2012,83.65,1419.45,9742.7305,7581.98,5929.61,1327.62,4582.793
12/14/2012,83.52,1413.58,9737.5596,7596.4702,5921.76,1325.49,4583.109
12/17/2012,83.89,1430.36,9828.8799,7604.9399,5912.15,1335.2,4573.395
12/18/2012,84.21,1446.79,9923.0098,7653.5801,5935.9,1347.92,4595.205
12/19/2012,84.41,1435.81,10160.4004,7668.5,5961.59,1348.9,4617.777
12/20/2012,84.39,1443.69,10039.3301,7672.1001,5958.34,1351.85,4634.107
12/21/2012,84.24,1430.15,9940.0596,7636.23,5939.99,1341.06,4623.578
12/24/2012,84.94,1426.66,,,5954.18,1338.34,4635.189
12/25/2012,84.77,,10080.1201,,,1339.04,
12/26/2012,85.63,1419.83,10230.3604,,,1335.98,
12/27/2012,86.1,1418.1,10322.9805,7655.8799,5954.3,1336.3,4647.963
12/28/2012,85.96,1402.43,10395.1797,7612.3901,5925.37,1326.84,4671.299
12/31/2012,86.75,1426.19,,,5897.81,1338.5,4648.95
1/1/2013,86.7,,,,,1338.55,
1/2/2013,87.34,1462.42,,7778.7798,6027.37,1367.38,4705.94
1/3/2013,87.24,1459.37,,7756.4399,6047.34,1364.39,4740.682
1/4/2013,88.15,1466.47,10688.1104,7776.3701,6089.84,1370.11,4723.78
1/7/2013,87.79,1461.89,10599.0098,7732.6602,6064.58,1366.91,4717.325
1/8/2013,87.05,1457.15,10508.0596,7695.8301,6053.63,1362.25,4690.25
1/9/2013,87.88,1461.02,10578.5703,7720.4702,6098.65,1367.15,4708.138
1/10/2013,88.78,1472.12,10652.6396,7708.4702,6101.51,1378.48,4722.957
1/11/2013,89.18,1472.05,10801.5703,7715.5298,6121.58,1381.94,4709.486
1/14/2013,89.48,1470.68,,7729.52,6107.86,1380.21,4719.707
1/15/2013,88.79,1472.34,10879.0801,7675.9102,6117.31,1382.74,4716.555
1/16/2013,88.38,1472.63,10600.4404,7691.1299,6103.98,1378.92,4738.444
1/17/2013,89.88,1480.94,10609.6396,7735.46,6132.36,1386.16,4756.626
1/18/2013,90.1,1485.98,10913.2998,7702.23,6154.41,1388.11,4771.226
1/21/2013,89.6,,10747.7402,7748.8599,6180.98,1389.58,4777.497
1/22/2013,88.71,1492.56,10709.9297,7696.21,6179.17,1393.62,4779.078
1/23/2013,88.61,1494.81,10486.9902,7707.54,6197.64,1393.04,4787.827
1/24/2013,90.33,1494.82,10620.8701,7748.1299,6264.91,1396.14,4810.224
1/25/2013,90.91,1502.96,10926.6504,7857.9702,6284.45,1405.47,4835.174
1/28/2013,90.86,1500.18,10824.3096,7833,6294.41,1403.04,
1/29/2013,90.73,1507.84,10866.7197,7848.5698,6339.19,1410.68,4888.976
1/30/2013,91.08,1501.96,11113.9502,7811.3101,6323.11,1409.47,4896.693
1/31/2013,91.71,1498.11,11138.6602,7776.0498,6276.88,1405.47,4878.781
2/1/2013,92.77,1513.17,11191.3398,7833.3901,6347.24,1416.79,4921.096
2/4/2013,92.38,1495.71,11260.3496,7638.23,6246.84,1399.68,4907.515
2/5/2013,93.63,1511.29,11046.9199,7664.6602,6282.76,1405.15,4882.72
2/6/2013,93.64,1512.12,11463.75,7581.1802,6295.34,1408.35,4920.954
2/7/2013,93.63,1509.39,11357.0703,7590.8501,6228.42,1401.92,4935.702
2/8/2013,92.68,1517.93,11153.1602,7652.1401,6263.93,1410.44,4971.296
2/11/2013,94.32,1517.01,,7633.7402,6277.06,1405.7,4959.504
2/12/2013,93.48,1519.43,11369.1201,7660.1899,6338.38,1413.83,4958.985
2/13/2013,93.39,1520.33,11251.4102,7711.8901,6359.11,1413.81,5003.657
2/14/2013,92.88,1521.38,11307.2803,7631.1899,6327.36,1411.59,5036.882
