Date,USDJPY BGN Curncy  (R1),SPX Index  (R2),NKY Index  (R4),DAX Index  (R3),UKX Index  (R3),MXWO Index  (R2),AS51 Index  (R3)
11/22/2004,103.15,1177.24,10849.39,4123.98,4733.1001,1120.44,3830.7
11/23/2004,103.32,1176.94,,4113.3701,4742.3999,1121.92,3866.0999
11/24/2004,102.8,1181.76,10872.33,4125.2998,4719.3999,1127.1,3882.5
11/25/2004,102.46,,10900.34,4160.3501,4753.3999,1132.96,3904.2
11/26/2004,102.59,1182.65,10833.75,4154.27,4741.5,1132.84,3912.1001
11/29/2004,102.86,1178.57,10977.89,4146.98,4749.7998,1132.53,3926.8
11/30/2004,103.07,1173.82,10899.25,4126,4703.2002,1127.34,3931.3
12/1/2004,102.58,1191.37,10784.25,4186.0298,4735.7002,1139.47,3899.3
12/2/2004,103.23,1190.33,10973.07,4216.3999,4751.2002,1141.06,3941.8999
12/3/2004,102.09,1191.17,11074.89,4208.8701,4747.8999,1144.32,3939.5
12/6/2004,103.18,1190.25,10981.96,4193.9102,4722.7998,1142.74,3950.5
12/7/2004,102.97,1177.07,10873.63,4212.6201,4728.7002,1135.33,3928.7
12/8/2004,103.98,1182.81,10941.37,4201.3501,4703.8999,1130.69,3897.7002
12/9/2004,104.67,1189.24,10776.63,4150.4102,4688.3999,1129.51,3886.8999
12/10/2004,105.23,1188,10756.8,4174.5498,4694,1128.09,3898.5
12/13/2004,104.84,1198.68,10789.25,4219.2402,4736.7998,1139.6,3907.3003
12/14/2004,105.53,1203.38,10915.58,4231.2998,4722.7998,1142.97,3929
12/15/2004,104.24,1205.72,10956.46,4213.6899,4728.2002,1150.46,3944.2002
12/16/2004,104.79,1203.21,10924.37,4233.71,4735.2002,1146.06,3975.0999
12/17/2004,104.19,1194.22,11078.32,4182.27,4696.7998,1139.29,3988
12/20/2004,104.11,1194.65,11103.42,4211.5498,4731.1001,1146.19,3993.3999
12/21/2004,104.36,1205.45,11125.92,4214.3901,4733,1150.14,4013.6001
12/22/2004,104.24,1209.57,11209.44,4241.2798,4777.3999,1155.54,4032.3003
12/23/2004,103.59,1210.13,,4251.6201,4787.7002,1159.71,4025.8999
12/24/2004,103.68,,11365.48,,4798.1001,1163.05,4048.6001
12/27/2004,103.07,1204.92,11362.35,4235.3599,,1162.89,
12/28/2004,103.06,1213.54,11424.13,4261.79,,1167.72,
12/29/2004,103.86,1213.45,11381.56,4247.75,4819.7998,1165.81,4042.1001
12/30/2004,103.08,1213.55,11488.76,4256.0801,4820.1001,1169.98,4054.8999
12/31/2004,102.63,1211.92,,,4814.2998,1169.34,4050.6001
1/3/2005,102.78,1202.08,,4291.5298,,1161.53,
1/4/2005,104.57,1188.05,11517.75,4290.5,4847,1148.83,4058.6003
1/5/2005,104.15,1183.74,11437.52,4258.2402,4806,1142.25,4039.3997
1/6/2005,105.02,1187.89,11492.26,4300.9399,4824.2998,1142.08,4029.8999
1/7/2005,104.76,1186.19,11433.24,4316.3999,4854.1001,1139.91,4063.2
1/10/2005,104.35,1190.25,,4307.3701,4840.7002,1144.15,4074.9001
1/11/2005,103.33,1182.99,11539.99,4258.0098,4818.7002,1141.11,4072.7002
1/12/2005,102.45,1187.7,11453.39,4208.8198,4783.6001,1145.9,4070.3999
1/13/2005,102.38,1177.45,11358.22,4212.1401,4800.2998,1138.8,4069.5
1/14/2005,102.05,1184.52,11438.39,4232.3599,4820.7998,1141.07,4061.6001
1/17/2005,102.13,,11487.1,4245.5098,4846.7002,1143.16,4076.8997
1/18/2005,102.27,1195.98,11423.26,4250.71,4823.8999,1146.44,4062
1/19/2005,102.77,1184.63,11405.34,4245.5498,4818.2998,1141.45,4052.6001
1/20/2005,103.43,1175.41,11284.77,4220.4302,4800.7998,1130.99,4036
1/21/2005,102.7,1167.87,11238.37,4213.7002,4803.2998,1128.22,4043.8999
1/24/2005,102.62,1163.75,11289.49,4201.8901,4812.5,1128.37,4044.8003
1/25/2005,104.07,1168.41,11276.91,4233.9502,4843.2002,1128.65,4055.8999
1/26/2005,103.07,1174.07,11376.57,4214.1201,4847.1001,1137.96,
1/27/2005,102.71,1174.55,11341.31,4216.4102,4853.3999,1137.93,4105.7002
1/28/2005,103.28,1171.36,11320.58,4201.8101,4832.7998,1133.39,4098.8999
1/31/2005,103.7,1181.27,11387.59,4254.8501,4852.2998,1142.35,4107.2998
2/1/2005,103.68,1189.41,11384.4,4279.9702,4906.2002,1147.97,4127.7002
2/2/2005,103.59,1193.19,11407.14,4296.3101,4916.2002,1152.68,4145.2998
2/3/2005,104.47,1189.89,11389.35,4281.6401,4908.2998,1147.04,4151.2998
2/4/2005,104.09,1203.03,11360.4,4339.2798,4941.5,1157.97,4161.7998
2/7/2005,104.84,1201.72,11499.86,4366.3501,4979.7998,1156.23,4189.6001
2/8/2005,105.85,1202.3,11490.43,4371.3901,4995.5,1154.03,4179.1001
2/9/2005,105.63,1191.99,11473.35,4353.1499,4990.3999,1149.08,4172.1001
2/10/2005,105.85,1197.01,11553.56,4342.0098,5000,1156.07,4174.8999
2/11/2005,105.72,1205.3,,4387.7998,5044.2002,1163.3,4174.2998
2/14/2005,105.09,1206.14,11632.2,4386.3999,5041.7998,1168.62,4150.2002
2/15/2005,104.42,1210.12,11646.49,4402.0298,5058.8999,1172.32,4144.7998
2/16/2005,105.42,1210.34,11601.68,4368.77,5053.2002,1169.65,4151.5039
2/17/2005,105.55,1200.75,11582.72,4369.6802,5057.3999,1167.53,4166.8999
2/18/2005,105.65,1201.59,11660.12,4359.4702,5057.2002,1169.16,4163.5
2/21/2005,105.57,,11651.02,4353.3398,5060.7998,1169.36,4168.2002
2/22/2005,104.04,1184.16,11597.71,4323.21,5032.8999,1162.93,4153.2998
2/23/2005,104.84,1190.8,11500.18,4310.6602,4988.5,1160.74,4119.2998
2/24/2005,105.39,1200.2,11531.15,4304.29,4972.1001,1165.43,4096.9468
2/25/2005,105.23,1211.37,11658.25,4348.6401,5006.7998,1177.14,4130.5
2/28/2005,104.63,1203.6,11740.6,4350.4902,4968.5,1176.7,4172.7998
3/1/2005,104.39,1210.41,11780.53,4383.6201,5000.5,1179.96,4184.8999
3/2/2005,104.75,1210.08,11813.71,4393.4302,4992.7998,1177.94,4191.5
3/3/2005,105.29,1210.47,11856.46,4373.27,5014.7998,1178.78,4205.2002
3/4/2005,104.78,1222.12,11873.05,4423.52,5036.2998,1192.43,4220.3999
3/7/2005,105.19,1225.31,11925.36,4428.0898,5027.2002,1192.3,4238.3999
3/8/2005,104.68,1219.43,11886.91,4396.5,5010.8999,1193,4242.8999
3/9/2005,103.95,1207.01,11966.69,4375.6001,4996.1001,1185.56,4241.7998
3/10/2005,104.12,1209.25,11864.91,4337.6802,4962.1001,1183.33,4215.5
3/11/2005,104,1200.08,11923.89,4360.4902,4982,1181.57,4203.7998
3/14/2005,104.84,1206.83,11850.25,4367.2998,4975,1180.8,4233.5
3/15/2005,104.56,1197.75,11821.09,4387.6899,5000.2002,1178.02,4225.3999
3/16/2005,104.17,1188.07,11873.18,4309.1099,4937.6001,1172.15,4244.3999
3/17/2005,104.54,1190.21,11775.5,4315.9199,4922.1001,1170.85,4232.3999
3/18/2005,104.75,1189.65,11879.81,4327.1802,4923.2998,1169.19,4249.1001
3/21/2005,105.2,1183.78,,4296.3599,4933.5,1162.08,4266.3999
3/22/2005,105.62,1171.71,11841.97,4320.6899,4937.2998,1157.41,4233.7998
3/23/2005,105.96,1172.53,11739.12,4317.2002,4910.3999,1147.59,4170.7998
3/24/2005,106.33,1171.42,11745.97,4343.6001,4922.5,1146.52,4136.5
3/25/2005,106.39,,11761.1,,,1147.04,
3/28/2005,107.18,1174.28,11792.3,,,1145.63,
3/29/2005,107.57,1165.36,11599.82,4351.8901,4919,1140.06,4095.6001
3/30/2005,107.55,1181.41,11565.88,4347.52,4900.7002,1148.34,4095.2
3/31/2005,107.15,1180.59,11668.95,4348.77,4894.3999,1151.18,4109.8999
4/1/2005,107.56,1172.92,11723.63,4373.5298,4914,1148.16,4138.2998
4/4/2005,108.31,1176.12,11667.54,4341.3901,4896.7002,1142.45,4120.7998
4/5/2005,108.17,1181.39,11774.31,4362.6099,4942.8999,1149.17,4132.3999
4/6/2005,108.69,1184.07,11827.16,4379.1802,4947.3999,1152.67,4118.8999
4/7/2005,108.63,1191.14,11810.99,4389.52,4977,1159.55,4127.7998
4/8/2005,108.24,1181.2,11874.75,4400.6802,4983.6001,1153.65,4165.5
4/11/2005,107.87,1181.21,11745.64,4396.0898,4973.2002,1155.58,4132.6001
4/12/2005,107.77,1187.76,11670.3,4372.1201,4946.2002,1154.08,4142
4/13/2005,107.35,1173.79,11637.52,4405.6899,4960.7998,1149.37,4135
4/14/2005,108.18,1162.05,11563.17,4402.0498,4945.3999,1137.41,4082.3003
4/15/2005,107.8,1142.62,11370.69,4312.25,4891.6001,1123.82,4014.3
4/18/2005,107.5,1145.98,10938.44,4202.2002,4827.1001,1117.01,3959.3999
4/19/2005,106.73,1152.78,11065.86,4204.6099,4855.6001,1126.47,4021.1997
4/20/2005,106.88,1137.5,11088.58,4178.6201,4822,1118.48,4023.6001
4/21/2005,106.96,1159.95,10984.39,4193.7002,4819.6001,1129.82,4014
4/22/2005,106.01,1152.12,11045.95,4223.04,4849.2998,1129.86,4034.0999
4/25/2005,105.67,1162.1,11073.77,4246.96,4864.8999,1134.12,
4/26/2005,106.02,1151.74,11035.83,4233.7598,4845.5,1126.47,4027.8
4/27/2005,105.87,1156.38,11005.42,4189.02,4789.3999,1123.71,4018.9998
4/28/2005,106.12,1143.22,11008.9,4178.1001,4790.2002,1114.97,4011.6001
4/29/2005,104.75,1156.85,,4184.8398,4801.7002,1123.64,3983.2002
5/2/2005,105.04,1162.16,11002.11,4224.02,,1125.76,4011.2998
5/3/2005,105.09,1161.17,,4245.54,4861.2002,1127.68,3986.2998
5/4/2005,104.56,1175.65,,4264.3501,4882.5,1140.22,3947.1001
5/5/2005,104.46,1172.63,,4299.5098,4902.2998,1140.43,3956.1001
5/6/2005,105.06,1171.35,11192.17,4311.0601,4918.8999,1140.61,3983.3
5/9/2005,105.63,1178.84,11171.32,4292.4102,4910.2998,1141.96,3999.2
5/10/2005,105.56,1166.22,11159.46,4251.1299,4892.3999,1134.25,3992.2002
5/11/2005,105.76,1171.11,11120.7,4244.1602,4875.3999,1133.11,4005.7
5/12/2005,106.78,1159.36,11077.94,4267.0498,4893.2002,1124.7,4028.8997
5/13/2005,107.32,1154.05,11049.11,4275.7002,4886.5,1118.4,4012.1001
5/16/2005,106.73,1165.69,10947.22,4262.1802,4884.2002,1120.59,3965.3999
5/17/2005,107.53,1173.8,10825.39,4251.77,4898.5,1124.65,3954.4998
5/18/2005,106.98,1185.56,10835.41,4324.6001,4949.3999,1135.01,3987.5
5/19/2005,107.64,1191.08,11077.16,4360.4199,4962.7002,1141.37,4044.5
5/20/2005,108.16,1189.28,11037.29,4360.6802,4971.7998,1137.93,4041.2
5/23/2005,107.65,1193.86,11158.65,4406.9502,4989.7998,1144.61,4077.2
5/24/2005,107.64,1194.07,11133.65,4396.6401,4982.5,1144.97,4102
5/25/2005,107.72,1190.01,11014.43,4389.54,4971.5,1141.27,4091.0999
5/26/2005,107.97,1197.62,11027.94,4436.6001,4994.8999,1145.28,4093.2
5/27/2005,107.92,1198.78,11192.33,4444.71,4986.2998,1147.67,4116.3999
5/30/2005,108,,11266.33,4480.4302,,1148.84,4132.7002
5/31/2005,108.57,1191.5,11276.59,4460.6299,4964,1140.68,4106.3999
6/1/2005,108.76,1202.27,11329.67,4527.1699,5011,1148.82,4147.7998
6/2/2005,108.3,1204.29,11280.05,4532.1699,5005,1150.76,4180.7002
6/3/2005,107.7,1196.02,11300.05,4510.3901,4999.3999,1146.65,4194
6/6/2005,106.94,1197.51,11270.62,4497.2598,4980.3999,1147.58,4198
6/7/2005,106.61,1197.26,11217.45,4566.0098,5025.2002,1150.67,4205.6001
6/8/2005,107.29,1194.67,11281.03,4557.29,5003.7002,1151.04,4219.8999
6/9/2005,107.44,1200.93,11160.88,4562.75,5009.2002,1148.39,4214
6/10/2005,108.67,1198.11,11304.23,4586.1001,5030.3999,1147.4,4221.7002
6/13/2005,109.57,1200.82,11311.51,4599.21,5050.3999,1146.58,
6/14/2005,109.48,1203.91,11335.92,4591.6899,5046.7998,1149.3,4228.7998
6/15/2005,109.2,1206.58,11415.88,4548.4199,5019.5,1152.59,4246.5
6/16/2005,108.91,1210.96,11416.38,4579.8701,5045,1157.27,4262.7998
6/17/2005,108.58,1216.96,11514.03,4604.5698,5077.6001,1166.84,4312.2002
6/20/2005,109.26,1216.1,11483.35,4586.8599,5072,1163.13,4305.6001
6/21/2005,108.17,1213.61,11488.74,4608.1099,5082.1001,1164.14,4300.1001
6/22/2005,108.87,1213.88,11547.28,4619.6001,5099.2998,1165.04,4277.8999
6/23/2005,108.92,1200.73,11576.75,4627.48,5114.3999,1157.16,4269.8999
6/24/2005,109.05,1191.57,11537.03,4566.48,5079,1149.81,4245.6001
6/27/2005,109.26,1190.69,11414.28,4523.8198,5043.5,1147.08,4231.2002
6/28/2005,110.03,1201.57,11513.83,4557.46,5090.3999,1153.87,4270.7998
6/29/2005,110.43,1199.85,11577.44,4583.6299,5109.1001,1153.77,4263
6/30/2005,110.92,1191.33,11584.01,4586.2798,5113.2002,1148.81,4277.5
7/1/2005,111.78,1194.44,11630.13,4617.0698,5161,1147.83,4272.6001
7/4/2005,111.64,,11651.55,4623.4102,5184.2998,1147.49,4281.8999
7/5/2005,111.73,1204.99,11616.7,4603.6499,5190.1001,1151.99,4301.7998
7/6/2005,112.18,1194.94,11603.53,4615.4902,5229.6001,1149.99,4275.1001
7/7/2005,112.08,1197.87,11590.14,4530.1802,5158.2998,1145.16,4234
7/8/2005,112.23,1211.86,11565.99,4597.9702,5232.2002,1156.7,4229.2002
7/11/2005,111.81,1219.44,11674.79,4663.3799,5242.3999,1168.24,4264.1001
7/12/2005,110.8,1222.21,11692.14,4653.0298,5217.2002,1173.61,4262.1001
7/13/2005,111.87,1223.29,11659.84,4679.8901,5245.8999,1171.4,4280.2998
7/14/2005,112.37,1226.5,11764.26,4699.27,5259.7002,1175.49,4295.1001
7/15/2005,112.16,1227.92,11758.68,4712.8999,5230.7998,1173.75,4292.3999
7/18/2005,111.98,1221.13,,4719.5698,5214.2002,1170.75,4298.3999
7/19/2005,112.69,1229.35,11764.84,4770.54,5201.5,1173.4,4276.2998
7/20/2005,112.9,1235.2,11789.35,4784.5,5215.2002,1176.35,4301.2002
7/21/2005,110.26,1227.04,11786.73,4829.8701,5221.6001,1179.11,4343.2002
7/22/2005,111.34,1233.68,11695.05,4836.8999,5241.7998,1182.14,4371.1001
7/25/2005,111.49,1229.03,11762.65,4842.7002,5270.7002,1178.78,4378.7998
7/26/2005,112.53,1231.16,11737.96,4843.4902,5256.2002,1177.8,4380.5
7/27/2005,112.47,1236.79,11835.08,4855.3501,5263.6001,1183.33,4386.7998
7/28/2005,112.12,1243.72,11858.31,4892.5,5270.2998,1190.04,4367.7998
7/29/2005,112.5,1234.18,11899.6,4886.5,5282.2998,1188.16,4388.7998
8/1/2005,112.24,1235.35,11946.92,4890.8501,5290.7998,1192.05,4378
8/2/2005,111.47,1244.12,11940.2,4932.8701,5327.5,1201.07,4385.3999
8/3/2005,111.08,1245.04,11981.8,4923.1201,5332.2998,1204.74,4368.7998
8/4/2005,111.24,1235.86,11883.31,4874.0601,5315.5,1198.23,4373.7002
8/5/2005,111.93,1226.42,11766.48,4827.1802,5314.7002,1187.88,4377.2998
8/8/2005,112.19,1223.13,11778.98,4837.8599,5344.2998,1189.96,4407.8999
8/9/2005,111.9,1231.38,11900.32,4909.48,5363.7002,1196.36,4417.7998
8/10/2005,110.66,1229.13,12098.08,4990.5698,5377.5,1203.61,4425.6001
8/11/2005,109.7,1237.81,12263.32,4953.9302,5358.6001,1212,4460.6001
8/12/2005,109.38,1230.39,12261.68,4937.3301,5345.7998,1208.2,4469.2002
8/15/2005,109.24,1233.87,12256.55,4922.3398,5344.2002,1207.45,4459.5
8/16/2005,109.53,1219.34,12315.67,4883.8101,5322.2998,1198.41,4481.2002
8/17/2005,109.93,1220.24,12273.12,4871.46,5292.7002,1195.97,4467.8999
8/18/2005,110.53,1219.02,12307.37,4851.27,5269.2998,1187.98,4442.8999
8/19/2005,110.46,1219.71,12291.73,4929.9102,5312.6001,1190.99,4461.6001
8/22/2005,109.79,1221.73,12452.51,4941.6899,5318.3999,1198.71,4499.2998
8/23/2005,109.88,1217.57,12472.93,4917.7402,5300.2002,1193.4,4484.8999
8/24/2005,110.22,1209.59,12502.26,4915.9502,5275.2002,1189.09,4446.4248
8/25/2005,110.05,1212.4,12405.16,4856.0098,5255.7002,1189.05,4424.4902
8/26/2005,110.2,1205.1,12439.48,4783.7998,5228.1001,1184.73,4452.5
8/29/2005,110.63,1212.28,12309.83,4812.2402,,1184.89,4396.7998
8/30/2005,111.25,1208.41,12453.14,4791.7202,5255.7998,1181.43,4438.6001
8/31/2005,110.61,1220.33,12413.6,4829.6899,5296.8999,1194.81,4446.7998
9/1/2005,109.82,1221.59,12506.97,4842.9399,5328.5,1206.31,4497.6001
9/2/2005,109.82,1218.02,12600,4837.8101,5326.7998,1207.35,4473.6001
9/5/2005,109.16,,12634.88,4909.8901,5337.7998,1209.86,4455.3999
9/6/2005,109.68,1233.39,12599.43,4968.2798,5359.2002,1218.8,4462
9/7/2005,110.1,1236.36,12607.59,4988.1401,5365.8999,1220.61,4492
9/8/2005,110.52,1231.67,12533.89,4992.75,5340.7998,1215.6,4474.8999
9/9/2005,109.68,1241.48,12692.04,5005.9302,5359.2998,1225.59,4468.1001
9/12/2005,110.35,1240.56,12896.43,4989.98,5375.1001,1222.77,4471.7998
9/13/2005,110.65,1231.2,12901.95,4901.8799,5338,1214.61,4495.1001
9/14/2005,110.38,1227.16,12834.25,4911.1699,5347.3999,1215.58,4518.2998
9/15/2005,110.64,1227.73,12986.78,4905.98,5383.5,1214.25,4513.8999
9/16/2005,111.35,1237.91,12958.68,4986.5,5407.8999,1220.98,4553.6001
9/19/2005,111.54,1231.02,,4926.1299,5429.7002,1217.01,4551.2998
9/20/2005,111.97,1221.34,13148.57,4962.8599,5416.3999,1215.62,4580.8999
9/21/2005,111.3,1210.2,13196.57,4875.2202,5369.7002,1208.63,4552.3999
9/22/2005,111.72,1214.62,13159.36,4849.0098,5385.7002,1205.75,4561.8999
9/23/2005,112.5,1215.29,,4882.5801,5413.6001,1204.53,4562.3999
9/26/2005,112.18,1215.63,13392.63,4998.1602,5453.1001,1211.52,4618.8999
9/27/2005,113.29,1215.66,13310.04,4965.8799,5447.2998,1207.47,4629.2002
9/28/2005,113.11,1216.89,13435.91,5048.7402,5494.7998,1213.59,4627.6001
9/29/2005,113.01,1227.68,13617.24,5021.1699,5478.2002,1221.83,4671.7002
9/30/2005,113.51,1228.81,13574.3,5044.1201,5477.7002,1224.31,4641.2002
10/3/2005,114.13,1226.7,13525.28,5082.0698,5501.5,1220.77,4642.3999
10/4/2005,114.25,1214.47,13738.84,5138.02,5494.3999,1216.46,4643.6001
10/5/2005,114.01,1196.39,13689.89,5069.4199,5427.7998,1200.79,4543.5
10/6/2005,113.3,1191.49,13359.51,5017.27,5372.3999,1193.67,4447.2998
10/7/2005,113.82,1195.9,13227.74,5007.77,5362.2998,1193.97,4440.6001
10/10/2005,114.11,1187.33,,5022.79,5374.5,1188.2,4469.1001
10/11/2005,114.57,1184.87,13556.71,5032.46,5380.7002,1188.74,4428.7998
10/12/2005,114.39,1177.68,13463.74,4981.77,5342.2002,1182.56,4468.2002
10/13/2005,114.51,1176.84,13449.24,4950.0698,5265.2002,1173.85,4431
10/14/2005,114.09,1186.57,13420.54,4975.5601,5275,1183.86,4406.1001
10/17/2005,114.93,1190.1,13400.29,4978.8301,5286.5,1183.66,4425.2998
10/18/2005,115.71,1178.14,13352.24,4947.1802,5263.8999,1171.68,4459.2998
10/19/2005,115.44,1195.76,13129.49,4845.98,5167.7998,1175.27,4377.2002
10/20/2005,115.31,1177.8,13190.46,4864.25,5164.1001,1167.33,4380.1001
10/21/2005,115.91,1179.59,13199.95,4838.3999,5142.1001,1168.08,4364.2998
10/24/2005,115.45,1199.38,13106.18,4901.79,5207.6001,1180.77,4357.2002
10/25/2005,115.04,1196.54,13280.62,4872.9702,5182.1001,1184.79,4390.7998
10/26/2005,115.86,1191.38,13395.02,4900.79,5227.7998,1182.94,4443.3999
10/27/2005,115.44,1178.9,13417.08,4806.0498,5182.7998,1175.41,4433
10/28/2005,115.67,1198.41,13346.54,4825.6401,5213.3999,1182.67,4383
10/31/2005,116.4,1207.01,13606.5,4929.0698,5317.2998,1193.88,4459.7002
11/1/2005,116.74,1202.76,13867.86,4922.5498,5344.2998,1194.77,4474.7002
11/2/2005,116.88,1214.76,13894.78,4954.8301,5358.6001,1205.81,4456.2998
11/3/2005,117.23,1219.94,,5011,5431.8999,1212.8,4513.7002
11/4/2005,118.34,1220.14,14075.96,4995.2402,5423.6001,1207.15,4519.5
11/7/2005,117.68,1222.81,14061.6,5024.2002,5460.7998,1209.5,4512.5
11/8/2005,117.3,1218.59,14036.73,5008.8301,5460.8999,1206.97,4554.5
11/9/2005,117.52,1220.65,14072.2,5011.3799,5439.7998,1206,4526.1001
11/10/2005,118.21,1230.96,14080.88,5015.5498,5423.5,1210.53,4543.7002
11/11/2005,118.02,1234.72,14155.06,5090.75,5465.1001,1216.39,4574.2998
11/14/2005,118.79,1233.76,14116.04,5092.4302,5470,1213.6,4608.3999
11/15/2005,118.91,1229.01,14091.77,5110.6099,5439.6001,1208.2,4603.2002
11/16/2005,119.19,1231.21,14170.87,5081.46,5430,1208,4621.1001
11/17/2005,118.83,1242.8,14411.79,5099.7202,5460,1221.33,4629.1001
11/18/2005,119.11,1248.27,14623.12,5123.5,5498.8999,1227.14,4671.1001
11/21/2005,119.04,1254.85,14680.43,5170.6099,5497.8999,1234.08,4654.2002
11/22/2005,118.74,1261.23,14708.32,5174.7202,5517.2002,1236.46,4622.8999
11/23/2005,118.74,1265.61,,5196.0801,5531.7002,1243.8,4616.6001
11/24/2005,118.93,,14742.58,5187.98,5511,1243,4652.2998
11/25/2005,119.63,1268.25,14784.29,5194.27,5523.7998,1243.4,4648.7998
11/28/2005,118.83,1257.46,14986.94,5176.5898,5477.3999,1238.79,4665.2998
11/29/2005,119.67,1257.48,14927.7,5199.48,5491,1237.87,4639
11/30/2005,119.81,1249.48,14872.15,5193.3999,5423.2002,1231.41,4634.7998
12/1/2005,120.64,1264.67,15130.5,5266.5498,5486.1001,1244.46,4580.1001
12/2/2005,120.59,1265.08,15421.6,5307.9902,5528.1001,1249.71,4623.5
12/5/2005,120.82,1262.09,15551.31,5266.8599,5510.3999,1249.72,4624.6001
12/6/2005,120.89,1263.7,15423.38,5300.8501,5538.7998,1252.67,4616
12/7/2005,121.04,1257.37,15484.66,5266.75,5528.7998,1248.2,4623.8999
12/8/2005,120.33,1255.84,15183.36,5286.75,5531.1001,1248.68,4578
12/9/2005,120.66,1259.37,15404.05,5282.1299,5517.3999,1252.59,4580.1001
12/12/2005,119.78,1260.43,15738.7,5301.21,5501.5,1260.55,4611.8999
12/13/2005,119.96,1267.43,15778.86,5310.2798,5507.2002,1264.89,4587.1001
12/14/2005,117.39,1272.74,15464.58,5286.7598,5521.1001,1270.94,4617.8999
12/15/2005,116.22,1270.94,15254.44,5295.8198,5495.2998,1264.65,4627.8999
12/16/2005,115.68,1267.32,15173.07,5353.6602,5531.6001,1267.83,4644
12/19/2005,116.15,1259.92,15391.48,5350.1802,5539.7998,1263.55,4655.3999
12/20/2005,117.25,1259.62,15641.26,5356.6001,5547.8999,1262.17,4672.2998
12/21/2005,117.4,1262.79,15957.57,5397.23,5587.3999,1265.17,4718.2002
12/22/2005,116.65,1268.12,15941.37,5398.2798,5597,1270.02,4707.7998
12/23/2005,116.26,1268.66,,5419.0498,5595.3999,1270.98,4727.7002
12/26/2005,116.32,,16107.67,,,1271.84,
12/27/2005,117.44,1256.54,15969.4,5444.8398,,1264.09,
12/28/2005,117.92,1258.17,16194.61,5447.1499,5622.7998,1268.08,4755.6001
12/29/2005,117.86,1254.42,16344.2,5458.5801,5638.2998,1266.53,4772.5
12/30/2005,117.75,1248.29,16111.43,5408.2598,5618.7998,1257.78,4763.3999
1/2/2006,117.88,,,5449.98,,1259.11,
1/3/2006,116.17,1268.8,,5460.6802,5681.5,1281.3,4776
